# Directed graph (each unordered pair of nodes is saved once): web-Google.txt 
# Sample 10k pages of the Webgraph from the Google programming contest, 2002
# Nodes: 10000 Edges: 78323
# FromNodeId	ToNodeId
635575	53051
635575	69209
635575	203402
635575	223236
635575	276233
635575	426314
635575	435399
635575	448933
635575	460573
635575	505620
635575	552600
635575	569212
635575	599243
635575	713628
635575	734138
635575	748615
635575	860525
635575	862566
635575	893884
635575	894228
748615	1
748615	53051
748615	164684
748615	184896
748615	184984
748615	203402
748615	208814
748615	223236
748615	240041
748615	276233
748615	284930
748615	303045
748615	363925
748615	384341
748615	408707
748615	436135
748615	449352
748615	532018
748615	539143
748615	552600
748615	569212
748615	573555
748615	604413
748615	619841
748615	635575
748615	648208
748615	773119
748615	774614
748615	789543
748615	792151
748615	792266
748615	824625
748615	838771
748615	862566
748615	893884
862566	1
862566	53051
862566	164684
862566	184896
862566	184984
862566	203402
862566	208814
862566	223236
862566	240041
862566	276233
862566	284930
862566	303045
862566	436135
862566	449352
862566	539143
862566	552600
862566	569212
862566	573555
862566	604413
862566	619841
862566	635575
862566	648208
862566	748615
862566	774614
862566	792151
862566	792266
862566	893884
893884	53051
893884	184896
893884	184984
893884	203402
893884	208814
893884	223236
893884	240041
893884	276233
893884	284930
893884	449352
893884	539143
893884	552600
893884	569212
893884	604413
893884	619841
893884	635575
893884	648208
893884	748615
893884	789543
893884	862566
164684	53051
164684	203402
164684	223236
164684	276233
164684	552600
164684	569212
164684	635575
164684	748615
164684	862566
164684	893884
184896	53051
184896	203402
184896	223236
184896	276233
184896	552600
184896	569212
184896	635575
184896	748615
184896	862566
184896	893884
184984	7314
184984	53051
184984	57791
184984	203402
184984	223236
184984	226374
184984	276233
184984	324502
184984	551829
184984	552600
184984	569212
184984	635575
184984	699754
184984	748615
184984	817585
184984	862566
184984	893884
240041	53051
240041	203402
240041	223236
240041	276233
240041	303045
240041	552600
240041	569212
240041	635575
240041	748615
240041	774614
240041	862566
240041	893884
284930	53051
284930	203402
284930	223236
284930	276233
284930	552600
284930	569212
284930	635575
284930	748615
284930	862566
284930	893884
303045	53051
303045	203402
303045	223236
303045	276233
303045	552600
303045	569212
303045	635575
303045	748615
303045	862566
303045	893884
384341	53051
384341	203402
384341	223236
384341	276233
384341	552600
384341	569212
384341	635575
384341	748615
384341	862566
384341	893884
408707	53051
408707	203402
408707	223236
408707	276233
408707	552600
408707	569212
408707	635575
408707	748615
408707	792151
408707	862566
408707	893884
436135	53051
436135	203402
436135	223236
436135	276233
436135	552600
436135	569212
436135	635575
436135	748615
436135	862566
436135	893884
449352	53051
449352	203402
449352	223236
449352	276233
449352	552600
449352	569212
449352	635575
449352	748615
449352	862566
449352	893884
532018	53051
532018	203402
532018	223236
532018	276233
532018	552600
532018	569212
532018	635575
532018	748615
532018	792151
532018	862566
532018	893884
539143	53051
539143	203402
539143	223236
539143	276233
539143	552600
539143	569212
539143	573555
539143	635575
539143	648208
539143	748615
539143	862566
539143	893884
573555	53051
573555	203402
573555	223236
573555	240041
573555	276233
573555	436135
573555	552600
573555	569212
573555	635575
573555	748615
573555	792266
573555	862566
573555	893884
604413	53051
604413	203402
604413	223236
604413	276233
604413	552600
604413	569212
604413	635575
604413	748615
604413	862566
604413	893884
648208	53051
648208	203402
648208	223236
648208	276233
648208	552600
648208	569212
648208	635575
648208	748615
648208	862566
648208	893884
773119	53051
773119	203402
773119	223236
773119	276233
773119	408707
773119	532018
773119	552600
773119	569212
773119	635575
773119	748615
773119	792151
773119	862566
773119	893884
789543	223236
792151	53051
792151	203402
792151	223236
792151	276233
792151	436135
792151	552600
792151	569212
792151	635575
792151	748615
792151	862566
792151	893884
824625	53051
824625	203402
824625	223236
824625	276233
824625	552600
824625	569212
824625	635575
824625	748615
824625	862566
824625	893884
838771	53051
838771	203402
838771	223236
838771	276233
838771	552600
838771	569212
838771	635575
838771	748615
838771	862566
838771	893884
8517	14456
8517	51573
8517	150176
8517	187770
8517	225530
8517	334309
8517	421091
8517	425667
8517	484795
8517	578091
8517	610457
8517	777734
8517	799858
8517	822292
8517	907505
14456	51573
14456	223236
51573	8517
51573	14456
51573	150176
51573	187770
51573	203402
51573	225530
51573	240041
51573	303045
51573	334309
51573	421091
51573	425667
51573	484795
51573	578091
51573	610457
51573	777734
51573	799858
51573	813185
51573	822292
51573	860525
51573	907505
150176	203402
150176	484795
150176	522701
150176	799858
187770	8517
187770	14456
187770	51573
187770	150176
187770	225530
187770	334309
187770	421091
187770	425667
187770	484795
187770	578091
187770	610457
187770	777734
187770	799858
187770	822292
187770	907505
189348	223236
202191	223236
225530	8517
225530	14456
225530	51573
225530	150176
225530	187770
225530	334309
225530	421091
225530	425667
225530	484795
225530	578091
225530	610457
225530	777734
225530	799858
225530	822292
225530	860525
225530	907505
334309	8517
334309	14456
334309	51061
334309	51573
334309	150176
334309	187770
334309	225530
334309	315504
334309	421091
334309	425667
334309	484795
334309	578091
334309	610457
334309	777734
334309	799858
334309	822292
334309	907505
421091	8517
421091	14456
421091	51573
421091	150176
421091	187770
421091	225530
421091	334309
421091	425667
421091	484795
421091	578091
421091	610457
421091	777734
421091	799858
421091	822292
421091	907505
425667	8517
425667	14456
425667	51573
425667	150176
425667	187770
425667	189348
425667	203402
425667	225530
425667	334309
425667	421091
425667	484795
425667	522701
425667	578091
425667	610457
425667	777734
425667	799858
425667	822292
425667	907505
484795	223236
521022	189348
521022	223236
522701	223236
578091	8517
578091	14456
578091	29433
578091	51573
578091	150176
578091	187770
578091	208814
578091	225530
578091	240041
578091	334309
578091	421091
578091	425667
578091	484795
578091	610457
578091	777734
578091	799858
578091	822292
578091	907505
610457	8517
610457	14456
610457	51573
610457	150176
610457	187770
610457	225530
610457	334309
610457	421091
610457	425667
610457	484795
610457	578091
610457	777734
610457	799858
610457	822292
610457	907505
614906	189348
614906	223236
674265	223236
674265	521022
777734	8517
777734	14456
777734	51573
777734	150176
777734	187770
777734	225530
777734	334309
777734	421091
777734	425667
777734	484795
777734	578091
777734	610457
777734	799858
777734	822292
777734	907505
799858	8517
799858	14456
799858	51573
799858	150176
799858	187770
799858	225530
799858	334309
799858	421091
799858	425667
799858	484795
799858	578091
799858	610457
799858	777734
799858	822292
799858	907505
822292	8517
822292	14456
822292	51573
822292	150176
822292	187770
822292	225530
822292	334309
822292	421091
822292	425667
822292	484795
822292	578091
822292	610457
822292	671067
822292	777734
822292	799858
822292	860525
822292	907505
867774	8517
867774	14456
867774	51573
867774	150176
867774	187770
867774	225530
867774	334309
867774	421091
867774	425667
867774	484795
867774	578091
867774	610457
867774	777734
867774	799858
867774	822292
867774	907505
907505	8517
907505	14456
907505	51573
907505	150176
907505	187770
907505	225530
907505	334309
907505	421091
907505	425667
907505	484795
907505	578091
907505	610457
907505	777734
907505	799858
907505	822292
912757	223236
208814	53051
208814	203402
208814	223236
208814	276233
208814	552600
208814	569212
208814	635575
208814	748615
208814	862566
208814	893884
363925	53051
363925	203402
363925	223236
363925	276233
363925	552600
363925	569212
363925	635575
363925	748615
363925	862566
363925	893884
619841	53051
619841	203402
619841	223236
619841	276233
619841	552600
619841	569212
619841	635575
619841	748615
619841	862566
619841	893884
774614	53051
774614	203402
774614	223236
774614	276233
774614	363925
774614	552600
774614	569212
774614	635575
774614	748615
774614	862566
774614	893884
792266	53051
792266	203402
792266	223236
792266	276233
792266	552600
792266	569212
792266	635575
792266	748615
792266	862566
792266	893884
33023	53051
33023	203402
33023	223236
33023	276233
33023	436135
33023	552600
33023	569212
33023	635575
33023	748615
33023	773119
33023	862566
33023	893884
69209	53051
69209	203402
69209	223236
69209	276233
69209	436135
69209	552600
69209	569212
69209	635575
69209	748615
69209	773119
69209	862566
69209	893884
426314	53051
426314	203402
426314	223236
426314	276233
426314	436135
426314	552600
426314	569212
426314	635575
426314	748615
426314	773119
426314	862566
426314	893884
435399	53051
435399	203402
435399	223236
435399	276233
435399	436135
435399	552600
435399	569212
435399	635575
435399	748615
435399	773119
435399	862566
435399	893884
448933	53051
448933	203402
448933	223236
448933	276233
448933	436135
448933	552600
448933	569212
448933	635575
448933	748615
448933	773119
448933	862566
448933	893884
460573	53051
460573	203402
460573	223236
460573	276233
460573	436135
460573	552600
460573	569212
460573	635575
460573	748615
460573	773119
460573	862566
460573	893884
505620	53051
505620	203402
505620	223236
505620	276233
505620	436135
505620	552600
505620	569212
505620	635575
505620	748615
505620	773119
505620	862566
505620	893884
599243	53051
599243	203402
599243	223236
599243	276233
599243	436135
599243	552600
599243	569212
599243	635575
599243	748615
599243	773119
599243	862566
599243	893884
713628	53051
713628	203402
713628	223236
713628	276233
713628	436135
713628	552600
713628	569212
713628	635575
713628	748615
713628	773119
713628	862566
713628	893884
734138	53051
734138	203402
734138	223236
734138	276233
734138	436135
734138	552600
734138	569212
734138	635575
734138	748615
734138	773119
734138	862566
734138	893884
894228	53051
894228	203402
894228	223236
894228	276233
894228	436135
894228	552600
894228	569212
894228	635575
894228	748615
894228	773119
894228	862566
894228	893884
2	30957
2	357310
2	423174
2	430119
2	462435
2	472889
2	565424
2	581609
2	597621
2	644135
2	858904
30957	2
30957	357310
30957	423174
30957	430119
30957	462435
30957	472889
30957	488515
30957	494042
30957	528391
30957	531596
30957	565424
30957	581609
30957	597621
30957	644135
30957	779195
30957	858904
30957	912247
357310	2
357310	30957
357310	423174
357310	430119
357310	462435
357310	472889
357310	565424
357310	581609
357310	597621
357310	644135
357310	858904
423174	2
423174	30957
423174	357310
423174	430119
423174	462435
423174	472889
423174	565424
423174	581609
423174	597621
423174	644135
423174	858904
430119	2
430119	30957
430119	357310
430119	423174
430119	462435
430119	472889
430119	488515
430119	494042
430119	528391
430119	531596
430119	565424
430119	581609
430119	597621
430119	644135
430119	779195
430119	858904
430119	912247
462435	2
462435	30957
462435	357310
462435	385050
462435	423174
462435	430119
462435	433724
462435	472889
462435	565424
462435	581609
462435	597621
462435	644135
462435	858904
472889	2
472889	30957
472889	357310
472889	423174
472889	430119
472889	462435
472889	565424
472889	581609
472889	597621
472889	644135
472889	858904
565424	2
565424	30957
565424	357310
565424	423174
565424	430119
565424	462435
565424	472889
565424	581609
565424	597621
565424	644135
565424	723893
565424	828769
565424	858904
581609	2
581609	30957
581609	357310
581609	423174
581609	430119
581609	462435
581609	472889
581609	565424
581609	597621
581609	644135
581609	858904
581609	908276
597621	2937
597621	89958
597621	107219
597621	137136
597621	163524
597621	178815
597621	190733
597621	206688
597621	397349
597621	518625
597621	564202
597621	564998
597621	654863
597621	660384
597621	718679
597621	727948
597621	729403
597621	769429
597621	783319
597621	857417
597621	888289
597621	895278
644135	2
644135	10245
644135	30957
644135	136144
644135	357310
644135	396205
644135	423174
644135	430119
644135	462435
644135	472889
644135	565424
644135	581609
644135	597621
644135	738649
644135	747569
644135	858904
644135	863279
644135	907005
858904	2
858904	30957
858904	357310
858904	423174
858904	430119
858904	462435
858904	472889
858904	565424
858904	581609
858904	597621
858904	644135
488515	2
488515	30957
488515	357310
488515	423174
488515	430119
488515	462435
488515	472889
488515	565424
488515	581609
488515	597621
488515	644135
488515	858904
494042	2
494042	30957
494042	357310
494042	423174
494042	430119
494042	462435
494042	472889
494042	565424
494042	581609
494042	597621
494042	644135
494042	858904
528391	2
528391	30957
528391	357310
528391	423174
528391	430119
528391	462435
528391	472889
528391	565424
528391	581609
528391	597621
528391	644135
528391	858904
531596	2
531596	30957
531596	357310
531596	423174
531596	430119
531596	462435
531596	472889
531596	565424
531596	581609
531596	597621
531596	644135
531596	858904
779195	2
779195	30957
779195	357310
779195	423174
779195	430119
779195	462435
779195	472889
779195	565424
779195	581609
779195	597621
779195	644135
779195	858904
912247	2
912247	30957
912247	357310
912247	423174
912247	430119
912247	462435
912247	472889
912247	565424
912247	581609
912247	597621
912247	644135
912247	858904
385050	2
385050	30957
385050	357310
385050	423174
385050	430119
385050	462435
385050	472889
385050	565424
385050	581609
385050	597621
385050	644135
385050	858904
433724	2
433724	30957
433724	357310
433724	423174
433724	430119
433724	462435
433724	472889
433724	565424
433724	581609
433724	597621
433724	644135
433724	858904
723893	2
723893	30957
723893	357310
723893	423174
723893	430119
723893	462435
723893	472889
723893	565424
723893	581609
723893	597621
723893	644135
723893	858904
828769	2
828769	30957
828769	357310
828769	423174
828769	430119
828769	462435
828769	472889
828769	565424
828769	581609
828769	597621
828769	644135
828769	858904
908276	2
908276	30957
908276	357310
908276	423174
908276	430119
908276	462435
908276	472889
908276	565424
908276	581609
908276	597621
908276	644135
908276	858904
2937	107219
2937	137136
2937	178815
2937	190733
2937	597621
2937	654863
2937	718679
2937	857417
89958	597621
107219	597621
137136	2937
137136	107219
137136	178815
137136	190733
137136	564998
137136	597621
137136	654863
137136	718679
137136	783319
137136	857417
178815	597621
178815	718679
190733	107219
190733	597621
206688	107219
206688	163524
206688	190733
206688	397349
206688	564998
206688	597621
206688	729403
206688	783319
397349	107219
397349	163524
397349	190733
397349	206688
397349	564998
397349	597621
397349	729403
397349	769429
397349	783319
518625	597621
564202	597621
564998	107219
564998	163524
564998	190733
564998	206688
564998	397349
564998	597621
564998	729403
564998	783319
654863	2937
654863	107219
654863	137136
654863	178815
654863	190733
654863	597621
654863	718679
654863	857417
660384	107219
660384	597621
718679	2937
718679	107219
718679	137136
718679	178815
718679	190733
718679	597621
718679	654863
718679	857417
727948	2937
727948	107219
727948	137136
727948	178815
727948	190733
727948	518625
727948	564202
727948	597621
727948	654863
727948	718679
727948	729403
727948	857417
727948	888289
729403	107219
729403	163524
729403	190733
729403	206688
729403	397349
729403	564202
729403	564998
729403	597621
729403	783319
729403	888289
783319	89958
783319	597621
857417	2937
857417	107219
857417	137136
857417	178815
857417	190733
857417	597621
857417	654863
857417	718679
888289	597621
895278	2937
895278	107219
895278	137136
895278	178815
895278	190733
895278	518625
895278	564202
895278	597621
895278	654863
895278	718679
895278	729403
895278	769429
895278	857417
10245	2
10245	30957
10245	357310
10245	423174
10245	430119
10245	462435
10245	472889
10245	565424
10245	581609
10245	597621
10245	644135
10245	858904
136144	2
136144	30957
136144	357310
136144	423174
136144	430119
136144	462435
136144	472889
136144	565424
136144	581609
136144	597621
136144	644135
136144	858904
396205	2
396205	30957
396205	357310
396205	423174
396205	430119
396205	462435
396205	472889
396205	565424
396205	581609
396205	597621
396205	644135
396205	858904
738649	2
738649	30957
738649	357310
738649	423174
738649	430119
738649	462435
738649	472889
738649	565424
738649	581609
738649	597621
738649	644135
738649	858904
747569	2
747569	30957
747569	357310
747569	423174
747569	430119
747569	462435
747569	472889
747569	565424
747569	581609
747569	597621
747569	644135
747569	858904
863279	2
863279	30957
863279	357310
863279	423174
863279	430119
863279	462435
863279	472889
863279	565424
863279	581609
863279	597621
863279	644135
863279	858904
907005	2
907005	30957
907005	357310
907005	423174
907005	430119
907005	462435
907005	472889
907005	565424
907005	581609
907005	597621
907005	644135
907005	858904
4	44695
4	62391
4	79146
4	173976
4	670449
4	746182
4	795253
44695	4
44695	62391
44695	79146
44695	173976
44695	670449
44695	746182
44695	795253
62391	4
62391	44695
62391	79146
62391	103137
62391	173976
62391	670449
62391	746182
62391	795253
79146	4
79146	44695
79146	62391
79146	173976
79146	670449
79146	746182
79146	795253
173976	33210
173976	72960
173976	75753
173976	91681
173976	109681
173976	124446
173976	139972
173976	268108
173976	302178
173976	412196
173976	412198
173976	438091
173976	464936
173976	525525
173976	550473
173976	600077
173976	609886
173976	653863
173976	680677
173976	715102
173976	778296
173976	782447
173976	836461
173976	845467
173976	900126
173976	904600
670449	52105
670449	79146
670449	85196
670449	130331
670449	140825
670449	149560
670449	173976
670449	240511
670449	242328
670449	338481
670449	425899
670449	432806
670449	449833
670449	531289
670449	560895
670449	582139
670449	682408
670449	722051
670449	740954
670449	904600
746182	4
746182	44695
746182	62391
746182	79146
746182	173976
746182	670449
746182	795253
795253	4
795253	44695
795253	62391
795253	79146
795253	173976
795253	670449
795253	746182
103137	140825
103137	173976
103137	240511
103137	670449
103137	722051
103137	904600
33210	72960
33210	75753
33210	109681
33210	124446
33210	139972
33210	173976
33210	268108
33210	412196
33210	438091
33210	464936
33210	518347
33210	525525
33210	600077
33210	609886
33210	680677
33210	715102
33210	778296
33210	782447
33210	836461
33210	900126
72960	33210
72960	75753
72960	109681
72960	124446
72960	139972
72960	173976
72960	268108
72960	412196
72960	438091
72960	464936
72960	525525
72960	600077
72960	609886
72960	680677
72960	715102
72960	778296
72960	782447
72960	836461
72960	900126
75753	173976
109681	33210
109681	72960
109681	75753
109681	91681
109681	124446
109681	139972
109681	173976
109681	268108
109681	358930
109681	412196
109681	438091
109681	464936
109681	525525
109681	600077
109681	609886
109681	680677
109681	715102
109681	778296
109681	782447
109681	795669
109681	836461
109681	900126
124446	33210
124446	72960
124446	75753
124446	85196
124446	91681
124446	109681
124446	139972
124446	173976
124446	268108
124446	412196
124446	438091
124446	464936
124446	525525
124446	600077
124446	609886
124446	680677
124446	715102
124446	778296
124446	782447
124446	836461
124446	845467
124446	900126
139972	33210
139972	72960
139972	75753
139972	109681
139972	124446
139972	173976
139972	268108
139972	412196
139972	432806
139972	438091
139972	464936
139972	525525
139972	600077
139972	609886
139972	680677
139972	715102
139972	778296
139972	782447
139972	836461
139972	900126
268108	33210
268108	72960
268108	75753
268108	109681
268108	124446
268108	139972
268108	173976
268108	412196
268108	438091
268108	464936
268108	525525
268108	600077
268108	609886
268108	653863
268108	680677
268108	715102
268108	778296
268108	782447
268108	836461
268108	900126
302178	173976
412196	33210
412196	72960
412196	75753
412196	91681
412196	109681
412196	124446
412196	139972
412196	173976
412196	268108
412196	438091
412196	464936
412196	525525
412196	600077
412196	609886
412196	639996
412196	680677
412196	715102
412196	778296
412196	782447
412196	836461
412196	840920
412196	900126
412198	33210
412198	72960
412198	75753
412198	109681
412198	124446
412198	139972
412198	173976
412198	268108
412198	412196
412198	438091
412198	464936
412198	525525
412198	600077
412198	609886
412198	680677
412198	715102
412198	778296
412198	782447
412198	836461
412198	840920
412198	900126
412198	904600
438091	33210
438091	72960
438091	75753
438091	91681
438091	109681
438091	124446
438091	139972
438091	173976
438091	268108
438091	412196
438091	464936
438091	525525
438091	600077
438091	609886
438091	680677
438091	715102
438091	778296
438091	782447
438091	836461
438091	900126
464936	33210
464936	72960
464936	75753
464936	109681
464936	124446
464936	139972
464936	173976
464936	268108
464936	412196
464936	438091
464936	525525
464936	600077
464936	609886
464936	680677
464936	715102
464936	778296
464936	782447
464936	836461
464936	900126
464936	904600
525525	33210
525525	72960
525525	75753
525525	109681
525525	124446
525525	139972
525525	173976
525525	268108
525525	412196
525525	438091
525525	464936
525525	600077
525525	609886
525525	680677
525525	715102
525525	778296
525525	782447
525525	836461
525525	900126
550473	33210
550473	72960
550473	75753
550473	109681
550473	124446
550473	139972
550473	173976
550473	268108
550473	412196
550473	438091
550473	464936
550473	525525
550473	600077
550473	609886
550473	680677
550473	715102
550473	778296
550473	782447
550473	836461
550473	900126
550473	904600
600077	33210
600077	72960
600077	75753
600077	109681
600077	124446
600077	139972
600077	173976
600077	268108
600077	412196
600077	438091
600077	464936
600077	525525
600077	609886
600077	680677
600077	715102
600077	778296
600077	782447
600077	836461
600077	900126
609886	33210
609886	72960
609886	75753
609886	109681
609886	124446
609886	139972
609886	173976
609886	268108
609886	412196
609886	428908
609886	438091
609886	464936
609886	525525
609886	600077
609886	680677
609886	715102
609886	778296
609886	782447
609886	836461
609886	900126
653863	47995
653863	64096
653863	156401
653863	173976
653863	317409
653863	323256
653863	370208
653863	393010
653863	427934
653863	459803
653863	464120
653863	529551
653863	553727
653863	669075
653863	741880
653863	756058
653863	787086
653863	834756
653863	836461
680677	33210
680677	72960
680677	75753
680677	109681
680677	124446
680677	139972
680677	173976
680677	268108
680677	412196
680677	438091
680677	464936
680677	525525
680677	600077
680677	609886
680677	715102
680677	778296
680677	782447
680677	836461
680677	900126
715102	33210
715102	72960
715102	75753
715102	109681
715102	124446
715102	139972
715102	173976
715102	258089
715102	268108
715102	412196
715102	438091
715102	464936
715102	525525
715102	600077
715102	609886
715102	680677
715102	778296
715102	782447
715102	836461
715102	900126
778296	33210
778296	72960
778296	75753
778296	109681
778296	124446
778296	139972
778296	173976
778296	268108
778296	412196
778296	438091
778296	464936
778296	525525
778296	600077
778296	609886
778296	680677
778296	715102
778296	782447
778296	836461
778296	840920
778296	900126
782447	33210
782447	72960
782447	75753
782447	109681
782447	124446
782447	139972
782447	173976
782447	268108
782447	412196
782447	438091
782447	464936
782447	525525
782447	550473
782447	600077
782447	609886
782447	680677
782447	715102
782447	722051
782447	778296
782447	836461
782447	900126
836461	33210
836461	72960
836461	75753
836461	109681
836461	124446
836461	139972
836461	173976
836461	268108
836461	412196
836461	438091
836461	464936
836461	525525
836461	600077
836461	609886
836461	680677
836461	715102
836461	778296
836461	782447
836461	900126
836461	904600
845467	33210
845467	72960
845467	75753
845467	109681
845467	124446
845467	139972
845467	173976
845467	268108
845467	412196
845467	438091
845467	464936
845467	525525
845467	600077
845467	609886
845467	680677
845467	715102
845467	778296
845467	782447
845467	836461
845467	900126
845467	904600
900126	33210
900126	72960
900126	75753
900126	109681
900126	124446
900126	139972
900126	173976
900126	268108
900126	412196
900126	438091
900126	464936
900126	525525
900126	600077
900126	609886
900126	680677
900126	715102
900126	778296
900126	782447
900126	836461
904600	173976
52105	140825
52105	173976
52105	240511
52105	670449
52105	904600
85196	173976
85196	670449
130331	140825
130331	173976
130331	432806
130331	449833
130331	670449
130331	904600
140825	173976
140825	670449
140825	904600
149560	140825
149560	173976
149560	670449
149560	904600
240511	103137
240511	140825
240511	173976
240511	338481
240511	670449
240511	904600
338481	140825
338481	173976
338481	670449
338481	904600
425899	79146
425899	85196
425899	140825
425899	173976
425899	242328
425899	432806
425899	670449
425899	904600
432806	140825
432806	173976
432806	670449
432806	904600
449833	140825
449833	173976
449833	582139
449833	670449
449833	904600
531289	52105
531289	140825
531289	149560
531289	173976
531289	240511
531289	653863
531289	670449
531289	722051
531289	904600
560895	140825
560895	173976
560895	550473
560895	670449
560895	904600
582139	52105
582139	75753
582139	130331
582139	140825
582139	173976
582139	240511
582139	425899
582139	449833
582139	670449
582139	904600
722051	140825
722051	173976
722051	670449
722051	904600
740954	140825
740954	149560
740954	173976
740954	670449
740954	904600
5	39733
5	219773
5	300279
5	535142
5	579655
5	581741
5	608321
39733	15455
39733	82098
39733	109781
39733	173876
39733	300279
39733	332494
39733	407045
39733	477876
39733	477995
39733	518248
39733	579655
39733	581741
39733	597093
39733	645048
39733	646184
39733	672011
39733	795442
39733	902658
219773	39733
219773	300279
219773	579655
219773	581741
300279	39733
300279	86022
300279	141417
300279	145948
300279	427986
300279	574208
300279	579655
300279	581741
300279	619985
300279	696574
300279	701345
300279	749671
535142	39733
535142	300279
535142	579655
535142	581741
579655	39733
579655	81548
579655	133180
579655	176209
579655	286930
579655	300279
579655	574208
579655	581741
579655	582223
579655	691579
579655	873984
581741	39733
581741	219773
581741	300279
581741	579655
581741	608321
608321	5
608321	39733
608321	300279
608321	579655
608321	581741
15455	434134
109781	434134
173876	434134
332494	434134
407045	434134
407045	873984
477876	434134
477995	434134
597093	434134
646184	5
672011	434134
795442	407045
795442	434134
902658	434134
86022	39733
86022	300279
86022	579655
86022	581741
141417	39733
141417	300279
141417	579655
141417	581741
145948	434134
574208	39733
574208	300279
574208	579655
574208	581741
81548	39733
81548	273709
81548	300279
81548	579655
81548	581741
176209	434134
